"obs" "date_surv" "gen" "date_birth" "region" "occup" "income" "single" "use" "intens"
1388 2016-12-03 "m" 1988-05-02 "NorthEast" "white collar" 3777 0 0 0
1389 2016-11-01 "f" 1986-05-13 "NorthEast" "blue collar" 1619 1 1 1
1390 2016-11-19 "f" 2007-01-23 "North" "school" 0 1 0 0
1391 2016-11-01 "f" 1982-06-03 "North" "unempl" 0 1 0 0
1392 2016-11-28 "m" 1985-05-18 "North" "white collar" 3832 1 0 0
1393 2016-11-25 "m" 2007-01-23 "North" "school" 0 1 0 0
1394 2016-12-06 "m" 1984-05-23 "Bangkok" "blue collar" 638 1 1 2
1395 2016-11-27 "m" 2001-02-23 "East" "school" 0 1 1 10
1396 2016-11-25 "m" 1994-04-01 "North" "blue collar" 3574 1 0 0
1397 2016-11-14 "f" 1991-04-17 "Central" "unempl" 0 1 1 4
1398 2016-11-15 "f" 1989-04-27 "NorthEast" "blue collar" 1517 1 0 0
1399 2016-12-07 "f" 1980-06-13 "East" "white collar" 2319 1 1 4
1400 2016-11-26 "m" 1973-07-20 "NorthEast" "white collar" 4476 0 0 0
1401 2016-11-30 "m" 1990-04-22 "NorthEast" "blue collar" 1743 0 0 0
1402 2016-11-29 "m" 1992-04-11 "Bangkok" "unempl" 0 1 1 3
1403 2016-11-20 "m" 1993-04-06 "East" "blue collar" 732 0 1 3
1404 2016-11-14 "f" 1982-06-03 "Bangkok" "blue collar" 746 0 0 0
1405 2016-12-04 "m" 1993-04-06 "Bangkok" "univ" 0 1 1 2
1406 2016-12-07 "m" 1982-06-03 "Central" "blue collar" 366 1 0 0
1407 2016-11-11 "m" 1980-06-13 "NorthEast" "blue collar" 734 0 0 0
1408 2016-10-29 "m" 2006-01-28 "Central" "school" 0 1 1 2
1409 2016-12-10 "f" 1985-05-18 "Bangkok" "white collar" 4601 0 0 0
1410 2016-11-29 "m" 1985-05-18 "North" "blue collar" 1326 0 0 0
1411 2016-11-10 "m" 2007-01-23 "NorthEast" "school" 0 1 0 0
1412 2016-12-01 "m" 1988-05-02 "Bangkok" "white collar" 4806 1 1 8
1413 2016-11-26 "m" 1972-07-25 "NorthEast" "white collar" 4690 0 0 0
1414 2016-11-26 "m" 1977-06-29 "Bangkok" "white collar" 6066 0 0 0
1415 2016-11-12 "m" 1989-04-27 "Bangkok" "white collar" 485 1 1 10
1416 2016-11-17 "f" 1985-05-18 "East" "unempl" 0 1 0 0
1417 2016-11-08 "f" 1986-05-13 "Central" "white collar" 2800 1 0 0
1418 2016-12-09 "f" 1986-05-13 "Central" "blue collar" 1775 1 1 5
1419 2016-11-24 "m" 1996-03-21 "Central" "blue collar" 192 1 1 5
1420 2016-11-04 "f" 1988-05-02 "NorthEast" "blue collar" 4129 1 0 0
1421 2016-12-01 "f" 2005-02-02 "Central" "school" 0 1 0 0
1422 2016-12-09 "f" 1985-05-18 "NorthEast" "blue collar" 1416 0 0 0
1423 2016-11-03 "f" 1984-05-23 "NorthEast" "blue collar" 1639 0 0 0
1424 2016-12-09 "m" 1971-07-31 "East" "white collar" 3950 0 0 0
1425 2016-11-04 "m" 1968-08-15 "Bangkok" "blue collar" 1316 1 0 0
1426 2016-11-28 "m" 2003-02-13 "Bangkok" "school" 0 1 1 5
1427 2016-11-15 "m" 1969-08-10 "Bangkok" "blue collar" 2930 0 0 0
1428 2016-11-30 "m" 1983-05-29 "NorthEast" "blue collar" 4886 1 0 0
1429 2016-11-16 "f" 1994-04-01 "Bangkok" "unempl" 0 1 1 6
1430 2016-10-31 "f" 1980-06-13 "NorthEast" "unempl" 0 1 0 0
1431 2016-12-06 "f" 1994-04-01 "Central" "blue collar" 1353 1 1 11
1432 2016-11-13 "f" 1985-05-18 "Central" "unempl" 0 1 0 0
1433 2016-11-01 "f" 1992-04-11 "East" "blue collar" 2542 0 1 2
1434 2016-12-09 "m" 1982-06-03 "NorthEast" "white collar" 3584 1 0 0
1435 2016-11-04 "f" 1999-03-06 "Central" "school" 0 1 1 4
1436 2016-10-31 "f" 1997-03-16 "East" "blue collar" 3019 1 1 12
1437 2016-11-20 "m" 1987-05-08 "Bangkok" "white collar" 1636 1 1 4
1438 2016-11-06 "m" 1995-03-27 "Bangkok" "univ" 0 1 1 5
1439 2016-11-11 "m" 2001-02-23 "South" "school" 0 1 1 5
1440 2016-11-12 "m" 1975-07-10 "South" "unempl" 0 1 0 0
1441 2016-11-19 "f" 2007-01-23 "Bangkok" "school" 0 1 0 0
1442 2016-11-03 "f" 1978-06-24 "Bangkok" "blue collar" 1366 1 1 2
1443 2016-10-31 "m" 1995-03-27 "Bangkok" "blue collar" 1777 1 1 7
1444 2016-11-27 "f" 1987-05-08 "Central" "blue collar" 2630 1 0 0
1445 2016-11-24 "f" 2000-02-29 "East" "school" 0 1 0 0
1446 2016-11-02 "m" 1985-05-18 "Bangkok" "white collar" 2011 1 0 0
1447 2016-12-05 "f" 1985-05-18 "Bangkok" "blue collar" 828 0 0 0
1448 2016-11-15 "f" 1986-05-13 "Bangkok" "unempl" 0 1 1 3
1449 2016-11-07 "f" 1997-03-16 "NorthEast" "blue collar" 1062 1 0 0
1450 2016-12-05 "f" 1997-03-16 "Bangkok" "univ" 0 1 1 3
1451 2016-11-30 "f" 1983-05-29 "Bangkok" "unempl" 0 1 1 2
1452 2016-11-05 "m" 1993-04-06 "NorthEast" "blue collar" 484 1 1 2
1453 2016-11-19 "f" 2002-02-18 "Central" "school" 0 1 1 4
1454 2016-12-09 "f" 1984-05-23 "East" "blue collar" 967 0 0 0
1455 2016-11-11 "m" 1990-04-22 "Bangkok" "white collar" 7801 1 1 5
1456 2016-11-14 "m" 1994-04-01 "Bangkok" "blue collar" 1541 1 1 4
1457 2016-11-03 "f" 1989-04-27 "NorthEast" "blue collar" 3011 1 0 0
1458 2016-11-27 "m" 1994-04-01 "NorthEast" "blue collar" 1299 1 0 0
1459 2016-11-17 "f" 1990-04-22 "South" "blue collar" 2673 1 1 4
1460 2016-12-03 "m" 1997-03-16 "Bangkok" "univ" 0 0 0 0
1461 2016-10-30 "m" 1995-03-27 "North" "univ" 0 0 1 2
1462 2016-11-20 "m" 1996-03-21 "Bangkok" "blue collar" 3036 1 1 7
1463 2016-10-30 "m" 1998-03-11 "East" "school" 0 1 1 1
1464 2016-11-04 "f" 1991-04-17 "Bangkok" "blue collar" 743 1 0 0
1465 2016-11-27 "f" 1983-05-29 "Central" "blue collar" 612 0 1 3
1466 2016-11-17 "m" 1972-07-25 "East" "blue collar" 3152 0 0 0
1467 2016-11-28 "f" 2003-02-13 "Bangkok" "school" 0 1 0 0
1468 2016-11-29 "m" 1987-05-08 "South" "white collar" 3362 1 1 11
1469 2016-11-02 "f" 1990-04-22 "NorthEast" "white collar" 3458 0 0 0
1470 2016-11-14 "f" 1990-04-22 "Bangkok" "blue collar" 1779 1 1 2
1471 2016-11-23 "f" 1987-05-08 "Central" "blue collar" 607 1 0 0
1472 2016-11-16 "f" 1984-05-23 "NorthEast" "white collar" 5179 0 0 0
1473 2016-11-20 "m" 2005-02-02 "NorthEast" "school" 0 1 0 0
1474 2016-11-07 "f" 1988-05-02 "East" "blue collar" 1611 1 1 2
1475 2016-10-31 "m" 1980-06-13 "Bangkok" "blue collar" 799 1 0 0
1476 2016-11-24 "f" 1995-03-27 "North" "blue collar" 1781 1 1 7
1477 2016-11-18 "f" 1988-05-02 "East" "blue collar" 2711 1 1 4
1478 2016-11-07 "m" 2002-02-18 "South" "school" 0 1 1 2
1479 2016-12-10 "f" 1989-04-27 "NorthEast" "blue collar" 4051 1 0 0
1480 2016-10-29 "m" 1974-07-15 "NorthEast" "white collar" 845 1 0 0
1481 2016-11-06 "f" 1996-03-21 "Bangkok" "blue collar" 2560 1 1 13
1482 2016-11-23 "f" 2008-01-18 "Central" "school" 0 1 0 0
1483 2016-10-30 "f" 1977-06-29 "Bangkok" "white collar" 2137 1 1 22
1484 2016-11-05 "m" 2001-02-23 "North" "school" 0 1 0 0
1485 2016-11-11 "m" 1986-05-13 "Central" "blue collar" 3552 1 1 2
1486 2016-12-06 "f" 1996-03-21 "Central" "blue collar" 4978 1 1 9
1487 2016-11-20 "f" 1997-03-16 "Bangkok" "blue collar" 506 1 0 0
1488 2016-11-15 "f" 1983-05-29 "Central" "unempl" 0 0 0 0
1489 2016-12-04 "m" 1999-03-06 "North" "school" 0 1 1 1
1490 2016-11-23 "f" 2002-02-18 "East" "school" 0 1 0 0
1491 2016-11-27 "f" 1990-04-22 "NorthEast" "blue collar" 4904 1 1 4
1492 2016-12-07 "m" 1988-05-02 "Bangkok" "blue collar" 4164 1 1 2
1493 2016-10-29 "m" 1992-04-11 "South" "unempl" 0 1 1 3
1494 2016-12-09 "f" 1994-04-01 "Central" "blue collar" 1195 1 1 2
1495 2016-11-27 "f" 1980-06-13 "East" "white collar" 831 1 0 0
1496 2016-11-14 "m" 1997-03-16 "Central" "univ" 0 0 1 2
1497 2016-11-17 "f" 1986-05-13 "Bangkok" "unempl" 0 1 1 4
1498 2016-12-09 "m" 1983-05-29 "NorthEast" "blue collar" 766 1 0 0
1499 2016-11-23 "f" 1995-03-27 "Bangkok" "univ" 0 0 1 2
1500 2016-11-10 "f" 1991-04-17 "East" "blue collar" 459 1 1 7
1501 2016-11-09 "f" 1997-03-16 "Central" "univ" 0 1 0 0
1502 2016-12-08 "f" 1990-04-22 "Central" "blue collar" 3166 1 1 6
1503 2016-11-25 "m" 1992-04-11 "Bangkok" "blue collar" 105 1 1 2
1504 2016-11-28 "f" 2005-02-02 "North" "school" 0 1 0 0
1505 2016-10-29 "f" 1995-03-27 "Central" "blue collar" 1477 1 0 0
1506 2016-11-18 "f" 1982-06-03 "Bangkok" "white collar" 240 1 0 0
1507 2016-11-22 "f" 1981-06-08 "Bangkok" "blue collar" 93 1 0 0
1508 2016-11-06 "f" 1988-05-02 "North" "blue collar" 2809 1 0 0
1509 2016-11-22 "m" 2004-02-08 "South" "school" 0 1 1 4
1510 2016-12-10 "m" 1996-03-21 "Bangkok" "unempl" 0 1 1 5
1511 2016-12-07 "f" 2002-02-18 "East" "school" 0 1 1 9
1512 2016-11-28 "f" 1989-04-27 "Bangkok" "white collar" 7295 0 0 0
1513 2016-11-03 "m" 1986-05-13 "Central" "blue collar" 1754 0 0 0
1514 2016-12-10 "f" 1987-05-08 "NorthEast" "blue collar" 344 1 0 0
1515 2016-11-29 "f" 1983-05-29 "Bangkok" "blue collar" 1252 1 0 0
1516 2016-11-06 "f" 1988-05-02 "Central" "blue collar" 941 1 1 1
1517 2016-11-21 "f" 2001-02-23 "North" "school" 0 1 1 1
1518 2016-11-21 "f" 2003-02-13 "Central" "school" 0 1 1 7
1519 2016-11-14 "f" 1994-04-01 "Bangkok" "univ" 0 0 1 1
1520 2016-12-09 "f" 1997-03-16 "NorthEast" "blue collar" 95 1 0 0
1521 2016-12-05 "f" 1998-03-11 "East" "school" 0 1 1 7
1522 2016-11-01 "f" 2006-01-28 "NorthEast" "school" 0 1 1 2
1523 2016-11-09 "m" 1970-08-05 "NorthEast" "white collar" 3842 0 0 0
1524 2016-11-15 "m" 1999-03-06 "Bangkok" "school" 0 0 1 1
1525 2016-11-22 "f" 1981-06-08 "NorthEast" "white collar" 1258 0 0 0
1526 2016-11-11 "m" 1982-06-03 "NorthEast" "blue collar" 2638 0 0 0
1527 2016-12-05 "m" 1992-04-11 "East" "blue collar" 1296 1 1 4
1528 2016-12-09 "f" 1998-03-11 "Bangkok" "blue collar" 652 1 0 0
1529 2016-11-29 "m" 1990-04-22 "Bangkok" "blue collar" 4719 1 1 8
1530 2016-11-21 "m" 1998-03-11 "Bangkok" "school" 0 1 1 5
1531 2016-11-11 "f" 1999-03-06 "NorthEast" "school" 0 0 0 0
1532 2016-12-08 "f" 1996-03-21 "South" "univ" 0 1 1 3
1533 2016-10-29 "m" 1972-07-25 "NorthEast" "unempl" 0 0 0 0
1534 2016-11-10 "m" 1986-05-13 "NorthEast" "white collar" 658 0 0 0
1535 2016-11-02 "f" 1986-05-13 "Bangkok" "blue collar" 841 1 0 0
1536 2016-11-13 "m" 1974-07-15 "Central" "blue collar" 553 1 0 0
1537 2016-12-09 "m" 2003-02-13 "Central" "school" 0 1 0 0
1538 2016-11-12 "m" 1998-03-11 "Bangkok" "blue collar" 939 0 0 0
1539 2016-11-29 "m" 1985-05-18 "Bangkok" "blue collar" 3432 0 0 0
1540 2016-11-21 "f" 1992-04-11 "Bangkok" "white collar" 3565 1 1 2
1541 2016-11-10 "f" 2008-01-18 "Bangkok" "school" 0 1 1 6
1542 2016-12-04 "m" 1993-04-06 "Central" "blue collar" 2481 1 0 0
1543 2016-11-13 "f" 1989-04-27 "NorthEast" "white collar" 4438 0 0 0
1544 2016-11-01 "f" 1998-03-11 "NorthEast" "school" 0 1 1 1
1545 2016-11-02 "m" 1982-06-03 "NorthEast" "blue collar" . 1 0 0
1546 2016-12-10 "f" 1992-04-11 "NorthEast" "white collar" 4647 1 1 6
1547 2016-11-27 "m" 1996-03-21 "Central" "blue collar" 1848 1 1 6
1548 2016-12-10 "f" 1973-07-20 "Bangkok" "blue collar" 862 0 0 0
1549 2016-11-07 "f" 1986-05-13 "Central" "blue collar" 3974 1 1 6
1550 2016-11-17 "m" 1970-08-05 "Central" "blue collar" 1023 0 0 0
1551 2016-11-26 "f" 1996-03-21 "Bangkok" "univ" 0 1 1 4
1552 2016-11-30 "f" 2006-01-28 "Central" "school" 0 1 0 0
1553 2016-11-18 "m" 1998-03-11 "South" "school" 0 1 1 2
1554 2016-11-09 "m" 2000-02-29 "Bangkok" "school" 0 1 1 6
1555 2016-11-19 "m" 1996-03-21 "South" "unempl" 0 0 0 0
1556 2016-11-05 "f" 1974-07-15 "NorthEast" "white collar" 1259 1 0 0
1557 2016-11-08 "m" 1985-05-18 "Central" "blue collar" 1202 1 0 0
1558 2016-10-30 "m" 1991-04-17 "Bangkok" "white collar" 4436 1 0 0
1559 2016-11-03 "f" 1995-03-27 "NorthEast" "unempl" 0 1 0 0
1560 2016-11-26 "f" 1981-06-08 "Central" "blue collar" 1073 0 0 0
1561 2016-11-08 "f" 2008-01-18 "NorthEast" "school" 0 1 0 0
1562 2016-11-25 "m" 1984-05-23 "NorthEast" "white collar" 4190 1 0 0
1563 2016-11-15 "f" 1981-06-08 "Bangkok" "white collar" 1638 1 1 2
1564 2016-12-08 "f" 1998-03-11 "Bangkok" "blue collar" 3893 1 1 4
1565 2016-11-30 "f" 1981-06-08 "Central" "blue collar" 1340 1 0 0
1566 2016-11-02 "m" 1990-04-22 "NorthEast" "blue collar" 3925 0 0 0
1567 2016-11-28 "m" 1993-04-06 "Central" "blue collar" 1870 0 1 1
1568 2016-12-04 "m" 1987-05-08 "Bangkok" "white collar" 4931 0 1 2
1569 2016-11-19 "f" 1983-05-29 "North" "unempl" 0 1 0 0
1570 2016-11-19 "m" 2005-02-02 "Central" "school" 0 1 1 7
1571 2016-12-01 "m" 1994-04-01 "Bangkok" "blue collar" 1469 1 1 3
1572 2016-12-01 "f" 2008-01-18 "Central" "school" 0 1 0 0
1573 2016-11-02 "f" 1984-05-23 "North" "white collar" 129 0 0 0
1574 2016-11-06 "f" 1982-06-03 "Central" "blue collar" 2383 0 0 0
1575 2016-12-09 "f" 1999-03-06 "East" "blue collar" 84 1 1 9
1576 2016-11-13 "f" 1973-07-20 "NorthEast" "blue collar" 1306 1 0 0
1577 2016-11-19 "m" 1991-04-17 "NorthEast" "unempl" 0 1 0 0
1578 2016-12-02 "m" 1977-06-29 "Bangkok" "white collar" 6686 0 0 0
1579 2016-10-31 "f" 2007-01-23 "NorthEast" "school" 0 1 0 0
1580 2016-11-10 "f" 1992-04-11 "Bangkok" "white collar" 194 1 1 2
1581 2016-12-07 "m" 2004-02-08 "South" "school" 0 1 1 2
1582 2016-12-09 "f" 1998-03-11 "NorthEast" "school" 0 1 0 0
1583 2016-12-07 "f" 1981-06-08 "Central" "white collar" 1215 0 0 0
1584 2016-11-01 "f" 2005-02-02 "Central" "school" 0 1 0 0
1585 2016-11-28 "f" 1975-07-10 "NorthEast" "white collar" 3091 0 0 0
1586 2016-11-23 "f" 2006-01-28 "Bangkok" "school" 0 1 0 0
1587 2016-11-22 "f" 1986-05-13 "Bangkok" "blue collar" 970 1 1 1
1588 2016-12-05 "f" 1998-03-11 "North" "school" 0 0 0 0
1589 2016-12-07 "f" 1970-08-05 "Bangkok" "blue collar" 3659 0 0 0
1590 2016-10-29 "m" 2008-01-18 "South" "school" 0 1 0 0
1591 2016-12-10 "f" 1993-04-06 "Bangkok" "blue collar" 762 0 1 1
1592 2016-11-04 "f" 2000-02-29 "Bangkok" "blue collar" 2202 1 0 0
1593 2016-12-05 "m" 1991-04-17 "East" "blue collar" 1595 1 1 3
1594 2016-11-09 "f" 1973-07-20 "Bangkok" "white collar" 1943 1 1 3
1595 2016-10-31 "m" 1997-03-16 "Bangkok" "univ" 0 0 1 3
1596 2016-11-23 "f" 1991-04-17 "Bangkok" "white collar" 4384 1 0 0
1597 2016-11-22 "m" 2003-02-13 "South" "school" 0 0 0 0
1598 2016-10-30 "f" 2002-02-18 "Bangkok" "school" 0 1 1 3
1599 2016-12-09 "m" 1986-05-13 "Bangkok" "blue collar" 3830 1 1 2
1600 2016-12-03 "f" 1971-07-31 "Bangkok" "blue collar" 622 1 0 0
1601 2016-12-01 "m" 1989-04-27 "NorthEast" "unempl" 0 1 0 0
1602 2016-12-04 "f" 1990-04-22 "East" "unempl" 0 1 1 2
1603 2016-10-31 "m" 1986-05-13 "Central" "white collar" 1344 1 1 12
1604 2016-12-05 "m" 1982-06-03 "Bangkok" "blue collar" 1703 1 0 0
1605 2016-11-10 "f" 1995-03-27 "Bangkok" "univ" 0 1 1 2
1606 2016-12-05 "f" 2002-02-18 "East" "school" 0 1 1 1
1607 2016-11-07 "m" 2003-02-13 "East" "school" 0 1 1 7
1608 2016-11-19 "m" 1995-03-27 "East" "univ" 0 0 1 1
1609 2016-11-26 "m" 1985-05-18 "Bangkok" "unempl" 0 0 0 0
1610 2016-11-06 "m" 1986-05-13 "East" "blue collar" 978 1 0 0
1611 2016-12-05 "f" 1973-07-20 "North" "white collar" 6974 0 0 0
1612 2016-11-30 "m" 2004-02-08 "Bangkok" "school" 0 1 1 3
1613 2016-10-30 "m" 2002-02-18 "NorthEast" "school" 0 1 0 0
1614 2016-12-08 "m" 1998-03-11 "NorthEast" "school" 0 1 0 0
1615 2016-11-13 "f" 1992-04-11 "NorthEast" "blue collar" 1008 1 0 0
1616 2016-11-17 "f" 1990-04-22 "Bangkok" "blue collar" 240 1 0 0
1617 2016-12-09 "f" 1979-06-19 "Bangkok" "blue collar" 3798 0 0 0
1618 2016-11-21 "f" 2001-02-23 "Bangkok" "school" 0 1 1 1
1619 2016-12-03 "m" 1981-06-08 "North" "blue collar" 2989 0 0 0
1620 2016-11-09 "m" 1990-04-22 "Central" "white collar" 4787 1 1 3
1621 2016-11-11 "m" 1984-05-23 "NorthEast" "blue collar" 2902 1 0 0
1622 2016-11-15 "m" 1976-07-04 "NorthEast" "unempl" 0 1 0 0
1623 2016-12-03 "m" 2006-01-28 "NorthEast" "school" 0 1 0 0
1624 2016-11-08 "f" 2000-02-29 "South" "blue collar" 742 1 1 5
1625 2016-12-09 "m" 1987-05-08 "North" "blue collar" 3529 0 0 0
1626 2016-11-17 "f" 1991-04-17 "Central" "unempl" 0 1 0 0
1627 2016-11-15 "m" 1992-04-11 "NorthEast" "blue collar" 39 1 0 0
1628 2016-10-29 "f" 1976-07-04 "Central" "blue collar" 2075 0 0 0
1629 2016-11-14 "m" 2002-02-18 "Bangkok" "school" 0 1 0 0
1630 2016-12-07 "f" 2006-01-28 "Bangkok" "school" 0 1 1 2
1631 2016-11-21 "m" 1983-05-29 "Bangkok" "blue collar" 2024 0 0 0
1632 2016-11-23 "f" 2008-01-18 "Bangkok" "school" 0 1 0 0
1633 2016-11-29 "f" 1989-04-27 "East" "blue collar" 2380 1 1 3
1634 2016-11-14 "m" 1984-05-23 "Bangkok" "blue collar" 3557 1 0 0
1635 2016-10-31 "m" 1983-05-29 "NorthEast" "blue collar" 3480 0 0 0
1636 2016-11-12 "f" 2006-01-28 "Central" "school" 0 1 0 0
1637 2016-11-26 "f" 2005-02-02 "NorthEast" "school" 0 1 0 0
1638 2016-11-14 "f" 2004-02-08 "Bangkok" "school" 0 1 0 0
1639 2016-11-22 "f" 1987-05-08 "NorthEast" "blue collar" 617 0 0 0
1640 2016-11-22 "m" 1998-03-11 "NorthEast" "school" 0 1 0 0
1641 2016-11-09 "f" 1986-05-13 "Bangkok" "white collar" 7234 1 1 5
1642 2016-12-09 "m" 2000-02-29 "Central" "school" 0 1 1 1
1643 2016-11-16 "f" 1969-08-10 "NorthEast" "blue collar" 305 0 0 0
1644 2016-11-20 "f" 1988-05-02 "Bangkok" "white collar" 3576 1 1 5
1645 2016-11-16 "m" 1989-04-27 "Bangkok" "blue collar" 5164 1 0 0
1646 2016-12-10 "f" 1991-04-17 "NorthEast" "unempl" 0 1 0 0
1647 2016-11-22 "m" 1988-05-02 "East" "white collar" 7427 0 0 0
1648 2016-11-01 "f" 2008-01-18 "NorthEast" "school" 0 1 0 0
1649 2016-11-02 "f" 2006-01-28 "NorthEast" "school" 0 1 0 0
1650 2016-11-10 "m" 1982-06-03 "East" "white collar" 3755 1 0 0
1651 2016-11-09 "f" 1992-04-11 "Central" "blue collar" 94 0 0 0
1652 2016-12-04 "f" 1988-05-02 "Central" "white collar" 6359 1 0 0
1653 2016-12-10 "m" 2007-01-23 "Bangkok" "school" 0 1 0 0
1654 2016-12-09 "m" 1985-05-18 "NorthEast" "unempl" 0 1 0 0
1655 2016-11-16 "f" 2009-01-12 "NorthEast" "school" 0 1 0 0
1656 2016-11-01 "m" 1988-05-02 "NorthEast" "blue collar" 1432 0 0 0
1657 2016-11-22 "f" 1995-03-27 "Bangkok" "blue collar" 3018 1 1 5
1658 2016-11-07 "m" 2001-02-23 "East" "school" 0 1 1 4
1659 2016-11-14 "m" 2008-01-18 "NorthEast" "school" 0 1 1 1
1660 2016-11-17 "m" 1992-04-11 "Central" "blue collar" 1638 1 1 2
1661 2016-11-09 "f" 1985-05-18 "Bangkok" "blue collar" 1811 1 1 5
1662 2016-11-15 "m" 2004-02-08 "NorthEast" "school" 0 1 1 1
1663 2016-12-07 "m" 1987-05-08 "East" "blue collar" 795 0 0 0
1664 2016-11-14 "m" 1999-03-06 "South" "blue collar" 1224 1 1 3
1665 2016-11-19 "f" 1982-06-03 "South" "unempl" 0 1 0 0
1666 2016-11-02 "f" 1979-06-19 "Central" "blue collar" 161 1 1 1
1667 2016-11-20 "m" 1983-05-29 "NorthEast" "blue collar" 3348 0 0 0
1668 2016-11-25 "f" 1983-05-29 "NorthEast" "blue collar" 1954 1 0 0
1669 2016-11-29 "m" 1987-05-08 "East" "white collar" 787 1 1 6
1670 2016-11-29 "f" 1977-06-29 "South" "blue collar" 2096 1 0 0
1671 2016-11-02 "f" 1993-04-06 "Bangkok" "blue collar" 588 1 1 2
1672 2016-11-26 "f" 2001-02-23 "East" "school" 0 1 1 12
1673 2016-12-06 "m" 1987-05-08 "Central" "blue collar" 2789 1 0 0
1674 2016-11-25 "f" 1992-04-11 "North" "white collar" 3052 1 0 0
1675 2016-11-25 "f" 2006-01-28 "East" "school" 0 1 1 1
1676 2016-11-11 "f" 1991-04-17 "Central" "blue collar" 1962 0 1 2
1677 2016-11-18 "f" 2007-01-23 "South" "school" 0 1 0 0
1678 2016-11-17 "m" 1984-05-23 "Central" "white collar" 1885 0 1 1
1679 2016-12-05 "f" 1990-04-22 "NorthEast" "blue collar" 784 0 0 0
1680 2016-11-25 "m" 1992-04-11 "Bangkok" "blue collar" 594 0 0 0
1681 2016-11-08 "f" 2003-02-13 "NorthEast" "school" 0 1 1 4
1682 2016-11-10 "m" 1981-06-08 "Bangkok" "blue collar" 2400 1 1 11
1683 2016-11-25 "m" 1982-06-03 "Bangkok" "white collar" 7467 0 0 0
1684 2016-11-19 "m" 2005-02-02 "Bangkok" "school" 0 1 1 3
1685 2016-12-07 "f" 1994-04-01 "Bangkok" "univ" 0 0 0 0
1686 2016-12-07 "m" 1992-04-11 "NorthEast" "white collar" 4207 1 0 0
1687 2016-11-27 "f" 2001-02-23 "NorthEast" "school" 0 1 0 0
1688 2016-10-30 "m" 1988-05-02 "Bangkok" "blue collar" 1852 1 0 0
1689 2016-11-28 "f" 1985-05-18 "NorthEast" "unempl" 0 1 0 0
1690 2016-11-03 "f" 1991-04-17 "Bangkok" "white collar" 1368 1 1 4
1691 2016-12-09 "f" 1997-03-16 "Bangkok" "blue collar" 2466 0 0 0
1692 2016-11-09 "m" 1989-04-27 "Central" "white collar" 3005 0 0 0
1693 2016-12-04 "m" 1980-06-13 "South" "white collar" 1342 1 1 16
1694 2016-11-09 "m" 1991-04-17 "South" "white collar" 5550 1 1 5
1695 2016-12-03 "m" 1992-04-11 "Bangkok" "white collar" 3275 0 1 2
1696 2016-11-26 "m" 1985-05-18 "Central" "blue collar" 1118 1 1 9
1697 2016-12-03 "f" 1973-07-20 "East" "blue collar" 3882 1 0 0
1698 2016-11-20 "m" 1986-05-13 "NorthEast" "white collar" 5062 0 0 0
1699 2016-11-29 "f" 1992-04-11 "Bangkok" "blue collar" 2879 0 0 0
1700 2016-11-29 "f" 2009-01-12 "South" "school" 0 1 1 3
1701 2016-11-15 "m" 2005-02-02 "NorthEast" "school" 0 1 0 0
1702 2016-11-04 "m" 1981-06-08 "East" "blue collar" 529 0 0 0
1703 2016-12-03 "f" 1980-06-13 "Central" "blue collar" 426 0 0 0
1704 2016-11-17 "m" 1996-03-21 "NorthEast" "blue collar" 2302 1 0 0
1705 2016-12-04 "f" 1977-06-29 "Central" "white collar" 4236 1 1 3
1706 2016-10-30 "f" 2008-01-18 "NorthEast" "school" 0 1 0 0
1707 2016-12-04 "m" 2000-02-29 "North" "blue collar" 1239 1 1 3
1708 2016-10-31 "m" 2008-01-18 "NorthEast" "school" 0 1 0 0
1709 2016-11-28 "f" 2002-02-18 "Central" "school" 0 1 0 0
1710 2016-11-10 "m" 1989-04-27 "Bangkok" "blue collar" 1154 1 1 5
1711 2016-11-15 "f" 2008-01-18 "Bangkok" "school" 0 1 1 9
1712 2016-12-10 "m" 1977-06-29 "Central" "blue collar" 2662 0 0 0
1713 2016-11-13 "f" 1991-04-17 "NorthEast" "blue collar" 2019 1 0 0
1714 2016-11-09 "m" 1985-05-18 "NorthEast" "blue collar" 1968 1 0 0
1715 2016-11-06 "m" 2004-02-08 "NorthEast" "school" 0 1 1 4
1716 2016-11-12 "m" 1982-06-03 "South" "blue collar" 529 1 1 3
1717 2016-11-04 "m" 1997-03-16 "North" "unempl" 0 1 0 0
1718 2016-11-03 "f" 2007-01-23 "Bangkok" "school" 0 1 0 0
1719 2016-11-10 "m" 1981-06-08 "NorthEast" "blue collar" 1213 0 0 0
1720 2016-11-19 "m" 1980-06-13 "Bangkok" "blue collar" 999 0 0 0
1721 2016-11-01 "m" 1985-05-18 "Central" "blue collar" 2724 0 0 0
1722 2016-11-21 "f" 1983-05-29 "Bangkok" "blue collar" 601 1 0 0
1723 2016-11-12 "f" 1993-04-06 "NorthEast" "univ" 0 0 1 2
1724 2016-12-03 "f" 1992-04-11 "North" "white collar" 5961 0 0 0
1725 2016-12-02 "m" 1981-06-08 "Central" "white collar" 1691 1 0 0
1726 2016-11-21 "f" 1988-05-02 "South" "blue collar" 1661 1 1 2
1727 2016-11-11 "f" 1991-04-17 "South" "unempl" 0 1 1 3
1728 2016-11-15 "f" 2005-02-02 "Bangkok" "school" 0 1 1 5
1729 2016-11-01 "f" 1993-04-06 "Bangkok" "blue collar" 1485 1 1 3
